pn,pn_interchangeable,interchangeable_type,authorization_code,vendor,prefer,category
AN960JD916L,NAS1149D0916J,B,,,N,EXP
AN960JD916L,AN960JD916L,M,,,,EXP
AN960KD416L,AN960KD416L,M,,,,EXP
AN960KD416L,NAS1149D0416K,B,,,N,EXP
AN960KD4L,AN960KD4L,M,,,,EXP
AN960KD6,AN960KD6,M,,,,EXP
AN960P010,AN960P010,M,,,,EXP
AN960PD1216,AN960PD1216,M,,,,EXP
AN960PD1216L,AN960PD1216L,M,,,,EXP
AN960PD1416L,NAS1149D1416J,B,,,N,EXP
AN960PD1416L,AN960PD1416L,M,,,,EXP
AN960PD1616L,AN960PD1616L,M,,,,EXP
AN960PD2116,NAS1149D2190J,B,,,N,EXP
AN960PD2116,AN960PD2116,M,,,,EXP
AN960PD3,AN960PD3,M,,,N,EXP
AN960PD3L,NAS1149DN316J,B,,,N,EXP
AN960PD3L,AN960PD3L,M,,,,EXP
AN960PD6,AN960PD6,M,,,,EXP
AN960PD616L,AN960JD616L,B,,,N,EXP
AN960PD616L,AN960PD616L,M,,,,EXP
AN960PD716,AN960JD716,B,,,N,EXP
AN960PD716,AN960PD716,M,,,,EXP
AN960PD716L,AN960JD716L,B,,,N,EXP
AN960PD716L,AN960PD716L,M,,,,EXP
AN960PD816L,NAS1149D0816J,B,,,N,EXP
AN960PD816L,AN960PD816L,M,,,,EXP
AN960PD916,AN960PD916,M,,,,EXP
AN960XC10,AN960XC10,M,,0001,,CONS
AN960XC516,NAS1149C0563B,B,,,N,EXP
AN960XC516,AN960XC516,M,,,,EXP
AN960XC716LL,AN960XC716LL,M,,,,EXP
AN961-10,AN961-10,M,,,,EXP
AN961-8,AN961-8,M,,,,EXP
AN964-16J,AN964-16J,M,,,,EXP
AN96D3L,AN96D3L,M,,,,EXP
AN96D516L,AN96D516L,M,,,,EXP
AN96D6L,AN96D6L,M,,,,EXP
AN96D8,AN96D8,M,,,,EXP
AN96JD10L,AN96JD10L,M,,,,EXP
AN96JD10LL,AN96JD10LL,M,,,,EXP
AN96JD3,AN96JD3,M,,,,EXP
AN96JD4L,AN96JD4L,M,,,,EXP
AN96JD816,AN96JD816,M,,,,EXP
AN970-10,AN970-10,M,,,,EXP
AN970-3,AN970-3,M,,,,EXP
AN970-4,AN970-4,M,,,,EXP
AN970-5,AN970-5,M,,,,EXP
AN970-6,AN970-6,M,,,,EXP
AN970-7,AN970-7,M,,,,EXP
AN970-8,AN970-8,M,,,,EXP
AN970-9,AN970-9,M,,,,EXP
AN975-9,AN975-9,M,,,,EXP
AN996-12,AN996-12,M,,,,EXP
AN996-16,AN996-16,M,,,,EXP
AN996-18,AN996-18,M,,,,EXP
AN996-22,AN996-22,M,,,,EXP
AN996-26,AN996-26,M,,,,EXP
AN996-32,AN996-32,M,,,,EXP
AN996-40,AN996-40,M,,,,EXP
AN996-52,AN996-52,M,,,,EXP
ANB7437-1,ANB7437-1,M,,,,EXP
AND10133-0601-7075-T6511,AND10133-0601-7075-T6511,M,,OEM,,EXP
AND10133-0703,AND10133-0703,M,,,,EXP
AND10133-1001-2024T3511,AND10133-1001-2024T3511,M,,,,EXP
AND10133-1201X7075T6,AND10133-1201X7075T6,M,,,,EXP
AND10133-1601 (7075-T6511),AND10133-1601 (7075-T6511),M,,OEM,,EXP
AND10133-1601T3,AND10133-1601T3,M,,,,EXP
AND10133-1601T6,AND10133-1601T6,M,,,,EXP
AND10133-1602-7075-T73511,AND10133-1602-7075-T73511,M,,,,CONS
AND10133-2002T6,AND10133-2002T6,M,,,,EXP
AND10133-3001T6,AND10133-3001T6,M,,,,EXP
AND10133-3002T3,AND10133-3002T3,M,,,,EXP
AND10134-1002,AND10134-1002,M,,,,EXP
AND10134-1005T3,AND10134-1005T3,M,,,,EXP
AND10134-1005T6,AND10134-1005T6,M,,,,EXP
AND10134-1203T6,AND10134-1203T6,M,,,,EXP
AND10134-1204T6,AND10134-1204T6,M,,,,EXP
AND10134-1205-2024T3,AND10134-1205-2024T3,M,,,,EXP
AND10134-1205-7075-T6,AND10134-1205-7075-T6,M,,,,EXP
AND10134-1406T6,AND10134-1406T6,M,,,,EXP
AND10134-2408T6,AND10134-2408T6,M,,,,EXP
AND10135-0401T3,AND10135-0401T3,M,,,,EXP
AND10135-1001T3,AND10135-1001T3,M,,,,EXP
AND10136-1301T6,AND10136-1301T6,M,,,,EXP
AND10136-1302T3,AND10136-1302T3,M,,,,EXP
AND10136-1304T3,AND10136-1304T3,M,,,,EXP
AND10136-1304T6,AND10136-1304T6,M,,,,EXP
AND10136-1401T3,AND10136-1401T3,M,,,,EXP
AND10136-1401T6,AND10136-1401T6,M,,,,EXP
AND10136-1402T6,AND10136-1402T6,M,,,,EXP
AND10136-1404T3,AND10136-1404T3,M,,,,EXP
AND10136-2002-7075-T6511,AND10136-2002-7075-T6511,M,,81205,,CONS
AND10136-2007-2024T3511,AND10136-2007-2024T3511,M,,,,EXP
AND10136-2007-7075T6511,AND10136-2007-7075T6511,M,,,,EXP
AND10136-2407,AND10136-2407,M,,OEM,,CONS
AND10136-2407-7075-T6511,AND10136-2407-7075-T6511,M,,,,EXP
AND10136-3005,AND10136-3005,M,,,,EXP
AND10136-3005T6,AND10136-3005T6,M,,,,EXP
AND10137-0602-7075T6,AND10137-0602-7075T6,M,,,,EXP
AND10137-1011T3,AND10137-1011T3,M,,,,EXP
AND10137-1112T6,AND10137-1112T6,M,,,,EXP
AND10137-1305T6,AND10137-1305T6,M,,,,EXP
AND10137-1611T6,AND10137-1611T6,M,,,,EXP
AND10137-2202T6,AND10137-2202T6,M,,,,EXP
AND10137-2404T0,AND10137-2404T0,M,,,,EXP
AND10137-2408T6,AND10137-2408T6,M,,,,EXP
AND10138-1009 2024-T351,AND10138-1009 2024-T351,M,,,,EXP
AND10140-2002T6,AND10140-2002T6,M,,,,EXP
AND10141-1401-7075-T6511,AND10141-1401-7075-T6511,M,,OEM,,EXP
ANDT1052,ANDT1052,M,,,,TOOL
ANG-25,ANG-25,M,,,,CONS
ANII-04/8M02/8M,ANII-04/8M02/8M,M,,,,TOOL
ANN1289AL,ANN1289AL,M,,,,EXP
ANN1416,ANN1416,M,,,,EXP
ANN1417,ANN1417,M,,,,EXP
ANSUL4614,ANSUL4614,M,,,,EXP
ANTISTATIC-CORD,ANTISTATIC-CORD,M,,,,CONS
ANTISTATIC-STRAP,2244,B,,,N,CONS
ANTISTATIC-STRAP,ANTISTATIC-STRAP,M,,,,CONS
ANTISTATIC-WIPES,ANTISTATIC-WIPES,M,,,,CONS
AO-74502,AO-74502,M,,,,ROT
AOGPN,AOGPN,M,,,,CONS
AP1042JN0505,AP1042JN0505,M,,,,EXP
AP1042JN0606,BACE21BT0606JN,B,,,N,EXP
AP1042JN0606,AP1042JN0606,M,,UPLOAD,,EXP
AP1042JN0606,AS4138J0606,B,,,,EXP
AP6108,AP6108,M,,,,TOOLSER
AP901-65,AP901-65,M,,,,EXP
AP90-65,AP90-65,M,,,,EXP
APA8313-72,APA8313-72,M,,,,EXP
APGX1604PDERAL,APGX1604PDERAL,M,,,,CONS
APPLICATOR-KIT-3,OMAT4/72,B,,,N,CONS
APPLICATOR-KIT-3,APPLICATOR-KIT-3,M,,,,CONS
APR06600,APR06600,M,,S4233,,ROT
APR07630,APR07630,M,,,,ROT
APR07630,M12901IND01,B,,,,ROT
APR07632,APR07632,M,,,,ROT
APR07750,M13104,B,,,,ROT
APR07750,M13105,B,,,,ROT
APR07750,APR07700,B,,,N,ROT
APR07750,APR07740,B,,,,ROT
APR07750,APR07750,M,,,,ROT
APS01207,DR25821T,B,,,N,REPSN
APS01207,S277A015-392,B,,,N,REPSN
APS01207,65-58256-255,B,,,N,REPSN
APS01207,APS01207,M,,,,REPSN
APS01207,039-688-1,B,,,N,REPSN
APS01337,APS01337,M,,,N,REPSN
APS01337,65-58256-322,B,,,,REPSN
APS01339,APS01339,M,,BOEING CA,,ROT
APS01482B,DR26020T,B,,,N,ROT
APS01482B,499K29-1,B,,,N,ROT
APS01482B,020-805-3,B,,,N,ROT
APS01482B,499K29T1,B,,,,ROT
APS01482B,APS01482-B,B,,,,ROT
APS01482B,040-805-0,B,,,N,ROT
APS01482B,APS01482B,M,,,,ROT
APS01482B,499K29-3,B,,,N,ROT
APS01482B,H49X19-22,B,,,N,ROT
APS06015,APS06017,B,,S4233,,REPSN
APS06015,APS06015,M,,S4233,,REPSN
APS06030,APS06030,M,,OEM,,REPSN
APS2000,APS2000,M,,,,ROT
APT-7B-1500-7BARD,APT7B1500-7BARD,B,,,N,EXP
APT-7B-1500-7BARD,APT-7B-1500-7BARD,M,,0001,,EXP
APTE8A20007BARD,APTE8A20007BARD,M,,,,ROT
APV-1,APV-1,M,,,,TOOL
AQC-5729/203444,AQC-5729/203444,M,,,,CONS
AQD500BF,AQD500BF,M,,,,TOOL
AQD500TF,AQD500TF,M,,,,TOOL
AQL5726,AQL5726,M,,,,EXP
AQL-5726,AQL-5726,M,,,,CONS
AQL-5726/202482,AQL-5726/202482,M,,,,CONS
AQL-5729,AQL-5729,M,,,,EXP
AQL-5729/55-0331-3,AQL-5729/55-0331-3,M,,,,CONS
AR10103-015A1H,AR10103-015A1H,M,,,,EXP
AR10103-015A1H,AR10103-015AH,B,,,N,EXP
AR130-1,AR130-1,M,,,,EXP
AR13-3T4619,AR13-3T4619,M,,,,EXP
AR138-5-2,AR138-5-2,M,,,,EXP
AR1540-16,AR1540-16,M,,,,ROT
AR20253,AR20253,M,,,,CONS
AR20254,AR20254,M,,,,CONS
AR20255,AR20255,M,,,,CONS
AR2514-11,AR2514-11,M,,,,REP
AR2863-1051,AR2863-1051,M,,,,EXP
AR400-1849-77,AR400-1849-77,M,,OEM,,EXP
AR400-1849-78,AR400-1849-78,M,,OEM,,EXP
AR429-11,AR429-11,M,,,,ROT
AR4701-15,AR4701-15,M,,,,EXP
AR4704-6,AR4704-6,M,,,,ROT
AR-62048,AR-62048,M,,,,CONS
AR-62500,AR-62500,M,,,,CONS
AR-62505,AR-62505,M,,,,CONS
AR6460M2M0D1,AR6460M2M0D1,M,,BOEING CA,,ROT
AR6460M2M0D3,AR6460M2M0D3,M,,,,ROT
AR6460M2M0D3,AR6460M2MOD3,B,,,N,ROT
AR6460M2M0D3,AR6460M2,B,,,,ROT
AR7077M3,AR7077M3,M,,,,ROT
ARADUR HY906,ARADUR HY906,M,,,,CONS
ARALDIT HY 560 TS,ARALDIT HY 560 TS,M,,,,EXP
ARALDIT LY 560,ARALDIT LY 560,M,,,,EXP
ARALDITE MY9512,ARALDITE MY9512,M,,,,CONS
ARALDITE-2015,ARALDITE-2015,M,,OEM,,CONS
ARALDITE-252,ARALDITE-252,M,,,,CONS
ARALDITE420AB,ARALDITE420AB,M,,,,EXP
ARALDITE420AB,ARALDITE-420-A/B,B,,,N,EXP
ARALDITE420AB,BMS 5-107 CLASS 1,B,,,N,EXP
ARALDITE420AB,ARALDITE-420-AB,B,,,N,EXP
ARALDITE420AB,EPIBOND420A/B,B,,,N,EXP
ARALDITE-HY951,OMAT-802,B,,,N,CONS
ARALDITE-HY951,ARALDITE-HY951,M,,,,CONS
ARALDITE-MY750,ARALDITE-MY750,M,,,,CONS
ARALDITE-MY750,OMAT-803,B,,,N,CONS
ARALDITE-SV409,OMAT-805,B,,,N,CONS
ARALDITE-SV409,ARALDITE-SV409,M,,,,CONS
ARC,ARC,M,,,,CONS
ARCSS10663,ARCSS10663,M,,,,EXP
ARDROX 1064-K,ARDROX 1064-K,M,,,,CONS
ARDROX 6486,ARDROX 6486,M,,,,CONS
ARDROX 7050W,ARDROX 7050W,M,,,,CONS
ARDROX AV-8,ARDROX AV-8,M,,,,CONS
ARDROX-1826,ARDROX-1826,M,,,,CONS
ARDROX-185L,OMAT-173,B,,,N,CONS
ARDROX-185L,ARDROX-185L,M,,,,CONS
ARDROX-3962,ARDROX-3962,M,,,,CONS
ARDROX-5503,PD-680,B,,,N,CONS
ARDROX-5503,ARDROX-5503,M,,,,CONS
ARDROX-5503,WHITE-SPIRIT,B,,,N,CONS
ARDROX-6333,ARDROX-6333,M,,,,CONS
ARDROX-6345,ARDROX-6345,M,,,,CONS
ARDROX-907PB,DY-PENETRANT,B,,,N,CONS
ARDROX-907PB,ARDROX-907PB,M,,,,CONS
ARDROX-9D1B,ARDROX-9D1B,M,,,,CONS
ARDROX-9D1B,DY-DEVELOPER,B,,,N,CONS
ARDROX-9PR5,ARDROX-9PR5,M,,,,CONS
ARDROX-9PR5,DY-REMOVER,B,,,N,CONS
ARDROXAV100D,ARDROXAV100D,M,,,,CONS
ARG-5410,ARG-5410,M,,OEM,,TOOL
ARG-5410,5410,B,,,N,TOOL
ARHT5E102,ARHT5E102,M,,,,EXP
ARM1357,ARM1357,M,,,,EXP
ARM1358,ARM1358,M,,,,EXP
ARM378,ARM378,M,,,,EXP
ARM394,ARM394,M,,,,EXP
ARM412,ARM412,M,,,,EXP
ARM425,ARM425,M,,,,EXP
ARM444,ARM444,M,,,,EXP
ARM445,ARM445,M,,,,EXP
ARM446,ARM446,M,,,,EXP
ARM447,ARM447,M,,,,EXP
ARM469,ARM469,M,,,,EXP
ARM470,ARM470,M,,,,EXP
ARM494,ARM494,M,,,,EXP
ARM4946,ARM4946,M,,,,EXP
ARM495,ARM495,M,,,,EXP
ARM498,ARM498,M,,,,EXP
ARM499,ARM499,M,,,,EXP
ARM500,ARM500,M,,,,EXP
ARM505,ARM505,M,,,,EXP
ARM506,ARM506,M,,,,EXP
ARM515,ARM515,M,,,,EXP
ARM5193,ARM5193,M,,,,EXP
ARM522,ARM522,M,,,,EXP
ARM554,ARM554,M,,,,EXP
ARM559,ARM559,M,,,,EXP
ARM559,3502935,B,,,N,EXP
ARM571,ARM571,M,,,,EXP
ARM588,ARM588,M,,,,EXP
ARM595,ARM595,M,,,,EXP
ARM596,ARM596,M,,,,EXP
ARM597,ARM597,M,,,,EXP
ARM608,ARM608,M,,,,EXP
ARM613,ARM613,M,,,,EXP
ARM653,ARM653,M,,,,EXP
ARM659,ARM659,M,,,,EXP
ARM664,ARM664,M,,,,EXP
ARM665,ARM665,M,,,,EXP
ARM671,ARM671,M,,,,EXP
ARM674,ARM674,M,,,,EXP
ARM678,BA4049,B,,,N,EXP
ARM678,ARM678,M,,,,EXP
ARM742,ARM742,M,,,,EXP
ARM744,ARM744,M,,,,EXP
ARM751,ARM751,M,,,,EXP
ARM755,ARM755,M,,,,EXP
ARM756,ARM756,M,,,,EXP
ARM763,ARM763,M,,,,EXP
ARM765,ARM765,M,,,,EXP
ARM822,BA5063,B,,,N,EXP
ARM822,ARM822,M,,,,EXP
ARM826,ARM826,M,,,,EXP
ARM936,1012043,B,,,N,EXP
ARM936,ARM936,M,,,,EXP
ARM945,ARM945,M,,,,EXP
ARM948,ARM948,M,,,,EXP
ARM949,ARM949,M,,,,EXP
ARM953,ARM953,M,,,,EXP
ARM958,ARM958,M,,,,EXP
ARM959,ARM959,M,,,,EXP
ARM961,ARM961,M,,,,EXP
ARM963,ARM963,M,,,,EXP
ARM964,ARM964,M,,,,EXP
ARM986,ARM986,M,,,,EXP
ARMF-04/8M02/8F,ARMF-04/8M02/8F,M,,,,TOOL
AS.6L140T2,AS.6L140T2,M,,,,TOOL
AS091410-119025,AS091410-119025,M,,,,EXP
AS1005W100808,AS1005W100808,M,,,,EXP
AS1006W10101006,AS1006W10101006,M,,0001,,EXP
AS1007HT0606,AS1007HT0606,M,,,,CONS
AS1007J0606,AS1007J0606,M,,,,EXP
AS1007W0808,AS1007W0808,M,,,,EXP
AS1009W080810,AS1009W080810,M,,,,EXP
AS110504K0304,AS110504K0304,M,,,,EXP
AS113-29-026,AS113-29-026,M,,,,EXP
AS113-29-026,MS29513-026,B,,,N,EXP
AS113-29-026,MS9967-026,B,,,N,EXP
AS113-29-026,MS29513-26,B,,,N,EXP
AS115-04C0120,AS115-04C0120,M,,81205,,REP
AS115-04C0120,CLXAE2460511E0120EPA,B,,,N,REP
AS115-04C0360,AS115-04C0360,M,,81205,,REP
AS115-04C0360,CLXAE2460511E0360EPA,B,,,N,REP
AS115-04K0304,AS115-04K0304,M,,,,EXP
AS115-04K0480,AS115-04K0480,M,,,,EXP
AS115-04K0630,AS115-04K0630,M,,,,ROT
AS115-06C0120,AS115-06C0120,M,,81205,,REP
AS115-06C0120,CLXAE2460511G0120EPA,B,,,N,REP
AS115-06C0360,AS115-06C0360,M,,81205,,EXP
AS115-06C0360,CLXAE2460511G0360EPA,B,,,N,EXP
AS115-06K0085,AS115-06K0085,M,,,,EXP
AS115-06K0104,AS115-06K0104,M,,,,EXP
AS115-06K0127,AS115-06K0127,M,,,,ROT
AS115-06K0222,AS115-06K0222,M,,,,EXP
AS115-08-0306,AS115-08-0306,M,,,,REP
AS115-08B0270,AE2463468H0270,B,,,N,EXP
AS115-08B0270,AS115-08B0270,M,,,,EXP
AS115-08C0120,CLXAE2460511H0120EPA,B,,,N,REP
AS115-08C0120,AS115-08C0120,M,,81205,,REP
AS115-08C0360,AS115-08C0360,M,,81205,,REP
AS115-08C0360,CLXAE2460511H0360EPA,B,,,N,REP
AS115-08H0115,AS115-08H0115,M,,,,EXP
AS115-08K0270,AS115-08K0270,M,,,,EXP
AS115-08K0306,AS115-08K0306,M,,,,EXP
AS115-08K0306,AS115-08K0306SS,B,,,N,EXP
AS115-08K0362,AS115-08K0362,M,,,,REP
AS115-08K0484,AS115-08K0484,M,,,,EXP
AS115-08K0590,AS115-08K0590,M,,,,EXP
AS115-10-0192,AS115-10-0192,M,,,,EXP
AS115-10-0220,AS115-10-0220,M,,,,EXP
AS115-10-0364,AS115-10-0364,M,,OEM,,EXP
AS115-10C0120,CLXAE2460511J0120EPA,B,,,N,REP
AS115-10C0120,AS115-10C0120,M,,81205,,REP
AS115-10C0360,AS115-10C0360,M,,81205,,REP
AS115-10C0360,CLXAE2460511J0360EPA,B,,,N,REP
AS115-10H0410,AS115-10H0410,M,,OEM,,EXP
AS115-10K0286,AS115-10K0286,M,,,,EXP
AS115-10K0290,AS115-10K0290,M,,OEM,,REP
AS115-10K0372,AS115-10K0372,M,,,,EXP
AS115-10K0372,BACH30BD1J0372H,B,,,N,EXP
AS115-12C0120,CLXAE2460511K0120EPA,B,,,N,REP
AS115-12C0120,AS115-12C0120,M,,81205,,REP
AS115-12C0360,AS115-12C0360,M,,81205,,REP
AS115-12C0360,CLXAE2460511K0360EPA,B,,,N,REP
AS116-06K0096,AS116-06K0096,M,,,,ROT
AS116-08H0180,AS116-08H0180,M,,,,EXP
AS116-08K0294,AS116-08K0294,M,,,,EXP
AS116-10-0326,AS116-10-0326,M,,,,EXP
AS117-06H0236,AS117-06H0236,M,,,,EXP
AS117-06K0120,AS117-06K0120,M,,,,EXP
AS117-10-0206,AS117-10-0206,M,,,,ROT
AS117-10-0225,AS117-10-0225,M,,0001,,EXP
AS117-10K0270,AS117-10K0270,M,,,,EXP
AS118G0115CKN,BACH5P0115CKN,B,,,N,EXP
AS118G0115CKN,AS118G0115CKN,M,,,,EXP
AS118G0115CKN,BACH5P0115CKT,B,,,N,EXP
AS118G0235CK,AS118G0235CK,M,,OEM,,REPSN
AS125778,AS125778,M,,,,EXP
AS12800-906,AS12800-906,M,,,,EXP
AS12800-908,AS12800-908,M,,,,EXP
AS12800-910,AS12800-910,M,,,,EXP
AS12800-912,AS12800-912,M,,,,EXP
AS12801-112,AS12801-112,M,,,,EXP
AS12801-116,AS12801-116,M,,,,EXP
AS12801-123,AS12801-123,M,,,,EXP
AS12801-128,AS12801-128,M,,,,EXP
AS12801-132,AS12801-132,M,,,,EXP
AS12801-134,AS12801-134,M,,,,EXP
AS12801-136,AS12801-136,M,,,,EXP
AS12801-148,AS12801-148,M,,,,EXP
AS12801-149,AS12801-149,M,,,,EXP
AS12812,AS12812,M,,V81205,,EXP
AS12815,AS12815,M,,,,EXP
AS12820,AS12820,M,,,,EXP
AS12841,AS12841,M,,V81205,,EXP
AS12842,AS12842,M,,V81205,,EXP
AS12845,AS12845,M,,,,EXP
AS12850,AS12850,M,,,,EXP
AS12870,AS12870,M,,,,EXP
AS12872,AS12872,M,,V81205,,EXP
AS12895,AS12895,M,,,,EXP
AS12899,AS12899,M,,,,EXP
AS12942,AS12942,M,,,,EXP
AS12943,AS12943,M,,,,EXP
AS12944,AS12944,M,,,,EXP
AS12945,AS12945,M,,,,EXP
AS12946,AS12946,M,,,,EXP
AS12981,AS12981,M,,,,EXP
AS12982,AS12982,M,,,,EXP
AS137-06-0264,AS137-06S2-0264L,B,,,N,CONS
AS137-06-0264,AS137-06-0264,M,,BOEING CA,,CONS
AS137-06N0131L,AS137-06N2-0131L,B,,,N,EXP
AS137-06N0131L,AS137-06N0131L,M,,,,EXP
AS137-06N2-0103L,AS137-06S0103,B,,,N,EXP
AS137-06N2-0103L,AS137-06-0103,B,,,N,EXP
AS137-06N2-0103L,AS137-06N0103L,B,,,,EXP
AS137-06N2-0103L,AS137-06N2-0103L,M,,,,EXP
AS137-06N2-0103L,AS137-06N0103,B,,,N,EXP
AS137-06N2-0202L,AS137-06N2-0202L,M,,,,REP
AS137-06NL-0202L,AS137-06NL-0202L,M,,07482,,ROT
AS137-0850125,AS137-0850125,M,,,,EXP
AS137-08N2-0125L,AS137-08N2-0125L,M,,,,CONS
AS137-08N2-0125L,AS137-08N0125L,B,,,,CONS
AS137-08S0125,AS137-08-0125,B,,,N,EXP
AS137-08S0125,AS137-08S0125,M,,,,EXP
AS138-06N2-0125L,AS138-06S125,B,,,N,EXP
AS138-06N2-0125L,AS138-06-0125,B,,,N,EXP
AS138-06N2-0125L,AS138-06S0125,B,,,N,EXP
AS138-06N2-0125L,AS138-06N-0125L,B,,,N,EXP
AS138-06N2-0125L,AS138-06N0125L,B,,,,EXP
AS138-06N2-0125L,AS138-06N2-0125L,M,,,,EXP
AS138-08N0095L,AS138-08N0095L,M,,,,EXP
AS138-08N2-0095L,AS138-08N2-0095L,M,,,,EXP
AS138-08S0095,AS138-08-0095,B,,,N,EXP
AS138-08S0095,AS138-08S0095,M,,,,EXP
AS140G0266N2-180L,AS140G0266N2-180L,M,,,,EXP
AS140G0266N2-180L,AS140G266-180,B,,,,EXP
AS15001-1P,AS15001-1P,M,,,,EXP
AS15001-2P,AS15001-2P,M,,,,EXP
AS15001-2P,MS15001-2,B,,,,EXP
AS15001-2P,AS15001-2-P,B,,,N,EXP
AS15001-3P,AS15001-3P,M,,,,EXP
AS15001-4P,AS15001-4P,M,,,,EXP
AS15001-4-P,AS15001-4-P,M,,,,EXP
AS15002-1C,AS15002-1P,B,,,,EXP
AS15002-1C,AS15002-1-C,B,,,N,EXP
AS15002-1C,AS15002-1-P,B,,81205,N,EXP
AS15002-1C,AS15002-1C,M,,,,EXP
AS15004-1,AS15004-1,M,,,,EXP
AS150185,AS150185,M,,,,EXP
AS1503-08F0120,AS1503-08F0120,M,,,,EXP
AS1503-12F0060,AS1503-12F0060,M,,UPLOAD,,EXP
AS1503-20D0520,AS1503-20D0520,M,,,,EXP
AS1505-08A0070,AS1505-08A0070,M,,,,EXP
AS1506-08D32,AS1506-08D32,M,,,,EXP
AS1506-10B32,AS1506-10B32,M,,,,EXP
AS1506-12B32,AS1506-12B32,M,,,,EXP
AS1506-18D32,AS1506-18D32,M,,,,EXP
AS1506-20D32,AS1506-20D32,M,,,,EXP
AS1506-22B33,AS1506-22B33,M,,,,EXP
AS1506-24D32,AS1506-24D32,M,,,,EXP
AS1506-25D32,AS1506-25D32,M,,,,EXP
AS1506-26D32,AS1506-26D32,M,,,,EXP
AS1506-28D32,AS1506-28D32,M,,,,EXP
AS1506-34D50,AS1506-34D50,M,,,,EXP
AS1506-36B33,AS1506-36B33,M,,,,EXP
AS1506-36D50,AS1506-36D50,M,,,,EXP
AS1506-40D32,AS1506-40D32,M,,,,EXP
AS1506-40D50,AS1506-40D50,M,,,,EXP
AS154A04EE0263S,AS154A04EE0263S,M,,,,CONS
AS154A04EE0263S,BACH8A04EE0263S,B,,,N,CONS
AS154A04EE0480B,BACH8A04EE0480B,B,,,N,EXP
AS154A04EE0480B,R291204EE0480B,B,,,N,EXP
AS154A04EE0480B,97934A04EE0480B,B,,,N,EXP
AS154A04EE0480B,BACH30BD6E0480H,B,,,N,EXP
AS154A04EE0480B,AS154A04EE0480B,M,,,,EXP
AS154A04EE0480B,B472-4EE0480B,B,,,N,EXP
AS154A04EN0294K,AS154A04EN0294K,M,,V81205,,EXP
AS154A04NN0160T,BACH8A04NN0160T,B,,,N,CONS
AS154A04NN0160T,82060A04NN0160T,B,,,N,CONS
AS154A04NN0160T,AS154A04NN0160T,M,,,,CONS
AS154A04NN0620T,AS154A04NN0620T,M,,,,CONS
AS154A06EE0250T,AS154A06EE0250T,M,,,,CONS
AS154A06EE0250T,BACH8A06EE0250T,B,,,N,CONS
AS154A06EE0260T,BACH8A06EE0260T,B,,,N,CONS
AS154A06EE0260T,AS154A06EE0260T,M,,,,CONS
AS154A06NN0240T,AS154A06NN0240T,M,,,,CONS
AS154A06NN0250T,BACH8A06NN0250T,B,,,N,CONS
AS154A06NN0250T,AS154A06NN0250T,M,,,,CONS
AS154A06NN0336T,R291206NN0336T,B,,,N,CONS
AS154A06NN0336T,97934A06NN0336T,B,,,N,CONS
AS154A06NN0336T,B472-6NN0336T,B,,,N,CONS
AS154A06NN0336T,BACH8A06NN0336T,B,,,N,CONS
AS154A06NN0336T,AS154A06NN0336T,M,,,,CONS
AS154A08EN0404B,BACH8A08EN0404B,B,,,N,EXP
AS154A08EN0404B,AS154A08EN0404B,M,,,,EXP
AS154C06EE0520,AS15C06EE0520,B,,,N,EXP
AS154C06EE0520,AS154C06EE0520,M,,,,EXP
AS15701,AS15701,M,,,,EXP
AS15702,AS15702,M,,,,EXP
AS15703,AS15703,M,,,,EXP
AS15724,AS15724,M,,,,EXP
AS15726,AS15726,M,,,,EXP
AS15730,AS15730,M,,,,EXP
AS15768,AS15768,M,,,,EXP
AS15777,AS15777,M,,,,EXP
AS15778,AS15778,M,,,,EXP
AS15779,AS15779,M,,,,EXP
AS15782,AS15782,M,,,,EXP
AS15800,AS15800,M,,,,EXP
AS15802,AS15802,M,,,,EXP
AS15804,AS15804,M,,,,EXP
AS15806,AS15806,M,,,,EXP
AS15808,AS15808,M,,,,EXP
AS15810,AS15810,M,,,,EXP
AS15812,AS15812,M,,,,EXP
AS15814,AS15814,M,,,,EXP
AS15824,AS15824,M,,,,EXP
AS15825,AS15825,M,,,,EXP
AS15827,AS15827,M,,,,EXP
AS15829,AS15829,M,,,,EXP
AS1591-10-0232A,AS1591-10-0232A,M,,,,EXP
AS16088,AS16088,M,,,,EXP
AS16092,AS16092,M,,,,EXP
AS1612-6,AS1612-6,M,,BOEING CA,,CONS
AS1633A06K0125,AS1633A06K0125,M,,,,EXP
AS1633A06K0132,AS1633A06K0132,M,,,,ROT
AS1633A08H0160,AS1633A08H0160,M,,,,REP
AS1633A10H0160,AS1633A10H0160,M,,,,REP
AS1633B24H0240,AS1633B24H0240,M,,,,REP
AS1633B24H0360,AS1633B24H0360,M,,,,REP
AS1634A08H0210,AS1634A08H0194,B,,,N,REP
AS1634A08H0210,AS1634A08H0210,M,,,,REP
AS1634A20H0144,AS1634A20H0144,M,,,,EXP
AS1634B12H0260,AS1634B12H0260,M,,,,EXP
AS1635A20H0214,AS1635A20H0214,M,,,,EXP
AS16405,AS16405,M,,,,EXP
AS16406,AS16406,M,,,,EXP
AS16407,AS16407,M,,,,EXP
AS16412,AS16412,M,,,,EXP
AS16445,AS16445,M,,,,EXP
AS16446,AS16446,M,,,,EXP
AS16447,AS16447,M,,,,EXP
AS16450,AS16450,M,,,,EXP
AS16452,AS16452,M,,,,EXP
